iter	Logloss
0	0.5995115157
1	0.5173834874
2	0.4497210686
3	0.3947270948
4	0.3377902286
5	0.2906311841
6	0.2578255773
7	0.2273269175
8	0.1975854723
9	0.1750371335
10	0.158115199
11	0.1407933106
12	0.12535277
13	0.1129717071
14	0.1035254629
15	0.09364817306
16	0.08579285324
17	0.07908751603
18	0.07322215392
19	0.06868314893
20	0.06386002277
21	0.05985441853
22	0.05664013946
23	0.05372270646
24	0.05097768521
25	0.04887461544
26	0.04675792429
27	0.04486042955
28	0.04293647143
29	0.0412735921
30	0.03921542898
31	0.03795931533
32	0.03679925797
33	0.03584219908
34	0.03470216616
35	0.03405872989
36	0.03328574815
37	0.03260991255
38	0.03182617929
39	0.03087939971
40	0.0302374361
41	0.02967432585
42	0.02907610844
43	0.0284063238
44	0.02797589133
45	0.02738109863
46	0.02684001736
47	0.02638574388
48	0.0261455532
49	0.02582157008
50	0.02556734386
51	0.02534110672
52	0.02495769911
53	0.02473477627
54	0.02439502642
55	0.02406151929
56	0.02375004116
57	0.02353961511
58	0.02328720296
59	0.02307572328
60	0.02290146002
61	0.0226295981
62	0.02238837307
63	0.02216081018
64	0.02192936341
65	0.02182687787
66	0.02172920431
67	0.02148707598
68	0.02133912026
69	0.02124952851
70	0.02110139191
71	0.020928021
72	0.02078433667
73	0.02076849399
74	0.02060831222
75	0.02039033512
76	0.02013800623
77	0.01992247255
78	0.01971738704
79	0.01959273382
80	0.01941810298
81	0.01926788138
82	0.0192083648
83	0.01903620823
84	0.01886869531
85	0.01871867408
86	0.01869420165
87	0.01863381199
88	0.01850927906
89	0.01840147785
90	0.01835561451
91	0.01826340518
92	0.01813059886
93	0.01802639143
94	0.0179837507
95	0.01783364646
96	0.01779556843
97	0.01774171454
98	0.01766016182
99	0.01759483559
100	0.01749387645
101	0.01744246354
102	0.01724842597
103	0.01720659055
104	0.0171330811
105	0.01702361561
106	0.01693563203
107	0.01681045696
108	0.01671989088
109	0.01662562858
110	0.01651834362
111	0.01643709808
112	0.01634413538
113	0.01630486693
114	0.01619571763
115	0.01609183571
116	0.01602924704
117	0.01596785774
118	0.01586142656
119	0.01582529993
120	0.01581439902
121	0.01571783164
122	0.01566618372
123	0.01559389961
124	0.01554686391
125	0.01553912709
126	0.01548091626
127	0.01536275631
128	0.01525774614
129	0.01519680477
130	0.01507382726
131	0.01500954268
132	0.01497555334
133	0.01489809329
134	0.01481014258
135	0.01478985365
136	0.01471571574
137	0.01465233683
138	0.01461383081
139	0.01449262762
140	0.01442185869
141	0.01434959342
142	0.0143311019
143	0.01427678142
144	0.01427653828
145	0.01418040157
146	0.01409874176
147	0.01406967458
148	0.01399067164
149	0.01392616299
150	0.01382822098
151	0.01379681354
152	0.01378233936
153	0.01370698472
154	0.0136190371
155	0.01355472049
156	0.01348404403
157	0.01344246335
158	0.01343241991
159	0.01341361434
160	0.01336248452
161	0.01334894727
162	0.01329998069
163	0.01323789512
164	0.01321760069
165	0.0131955707
166	0.01314946258
167	0.01308718219
168	0.01306762195
169	0.01304503785
170	0.01296229314
171	0.01291817538
172	0.0128882517
173	0.01281515574
174	0.01278064584
175	0.0127508699
176	0.0127402322
177	0.01267514051
178	0.01263906256
179	0.01255325422
180	0.01253280006
181	0.01249696941
182	0.01242794037
183	0.01240940743
184	0.01235802678
185	0.01232701592
186	0.01224958407
187	0.01221931685
188	0.01215064823
189	0.0121143847
190	0.01208925344
191	0.01207075571
192	0.01203852445
193	0.01201422872
194	0.01200545271
195	0.01197238312
196	0.01188943655
197	0.01183491391
198	0.0118243714
199	0.01179916535
200	0.011772172
201	0.01173744475
202	0.01168341994
203	0.01163757815
204	0.01163056105
205	0.01157549019
206	0.01150754766
207	0.01145283356
208	0.01143056533
209	0.01141767638
210	0.01139386044
211	0.01136548119
212	0.01132737431
213	0.01125315993
214	0.01118740475
215	0.01117950956
216	0.01114082046
217	0.01111207678
218	0.01110576272
219	0.01108859194
220	0.01102968349
221	0.01100044964
222	0.01096096775
223	0.01094167101
224	0.0108878071
225	0.01087035154
226	0.01083388988
227	0.01082351635
228	0.01078503113
229	0.01077390073
230	0.01073192039
231	0.01069904549
232	0.01065753887
233	0.01061762139
234	0.01061349433
235	0.01059030141
236	0.01057463733
237	0.01053870147
238	0.01052604367
239	0.01049944474
240	0.0104567769
241	0.0104055581
242	0.01039711099
243	0.01034180744
244	0.01031415287
245	0.01026265294
246	0.01024419431
247	0.01021573205
248	0.01020739254
249	0.01016480146
250	0.01015848158
251	0.01009983407
252	0.01002807815
253	0.01001905167
254	0.009981585152
255	0.009950607046
256	0.009911750141
257	0.009864619173
258	0.009859426753
259	0.009839394535
260	0.009776077901
261	0.009766636207
262	0.009755804365
263	0.009744171823
264	0.009729737465
265	0.009680669415
266	0.009657632959
267	0.009613451392
268	0.009583082166
269	0.009538953531
270	0.009490877125
271	0.009455941663
272	0.009425617035
273	0.009389266656
274	0.009385651556
275	0.009362160714
276	0.009349657578
277	0.009315690693
278	0.009297018118
279	0.009270513666
280	0.009261881898
281	0.009207135992
282	0.009177167453
283	0.009153919211
284	0.009131266684
285	0.009100365645
286	0.009058709787
287	0.009019579714
288	0.009002893908
289	0.008982315378
290	0.008958374018
291	0.008950187631
292	0.008930338587
293	0.008905993009
294	0.008872789407
295	0.008833237562
296	0.008800341814
297	0.008743075529
298	0.008736819246
299	0.008717573004
300	0.008696716274
301	0.008672674131
302	0.00864023113
303	0.008623035702
304	0.008604954259
305	0.008580970646
306	0.008537073979
307	0.008528880924
308	0.008512039402
309	0.008472576782
310	0.00844576435
311	0.008422879132
312	0.008422847346
313	0.008403709732
314	0.008399112778
315	0.008379135024
316	0.008343007593
317	0.008319555846
318	0.008266817712
319	0.008227121864
320	0.008217316061
321	0.00818845058
322	0.008173619629
323	0.008163228342
324	0.008151214019
325	0.008127870311
326	0.008099166418
327	0.008083203089
328	0.008083194626
329	0.008071799966
330	0.008043915442
331	0.008027931463
332	0.00801828224
333	0.008018267341
334	0.008008293391
335	0.007967652316
336	0.007949139076
337	0.007949139076
338	0.007945238811
339	0.007933243513
340	0.007901974188
341	0.007892635599
342	0.007892630278
343	0.00786537511
344	0.007860812094
345	0.007860812094
346	0.007840783316
347	0.007834057105
348	0.007827911324
349	0.007796060841
350	0.007782722169
351	0.007765706397
352	0.0077656537
353	0.0077586828
354	0.007758669791
355	0.007727115177
356	0.007714674207
357	0.007714647143
358	0.007714669308
359	0.007714669308
360	0.007700146974
361	0.00768661786
362	0.00768188157
363	0.007672487894
364	0.007665130948
365	0.007660387638
366	0.007651256881
367	0.007651189224
368	0.007624591973
369	0.007618501026
370	0.007618462587
371	0.007602342921
372	0.007593753356
373	0.007588273416
374	0.007588220255
375	0.00756280271
376	0.00755703543
377	0.007523801556
378	0.007523813677
379	0.007476605582
380	0.007446374245
381	0.007417622045
382	0.007407089861
383	0.007378819089
384	0.007357295047
385	0.00732987774
386	0.00732985251
387	0.00732985251
388	0.007293848668
389	0.007293856888
390	0.007286916927
391	0.007286926505
392	0.007275843762
393	0.007264016353
394	0.007264008843
395	0.007241491312
396	0.007222464366
397	0.007191750423
398	0.007148784231
399	0.007148791056
400	0.007148790603
401	0.007148809863
402	0.007105991958
403	0.00708304254
404	0.007055540267
405	0.007055518793
406	0.007055531935
407	0.007052219399
408	0.007052219399
409	0.007052202824
410	0.007042690084
411	0.007034524951
412	0.007034533135
413	0.007034517507
414	0.007034512455
415	0.007029347109
416	0.007021658783
417	0.007021606398
418	0.007018629919
419	0.007018640481
420	0.007018619845
421	0.007018601643
422	0.007007570259
423	0.006978040422
424	0.00697806178
425	0.006956830844
426	0.006956794808
427	0.00695681715
428	0.006956806361
429	0.00695679715
430	0.00695680389
431	0.00695678345
432	0.006935087923
433	0.00693503541
434	0.00693504719
435	0.006935054456
436	0.006935020144
437	0.006935039024
438	0.006935051024
439	0.006935059721
440	0.006935006914
441	0.006935035244
442	0.006935012406
443	0.006935065176
444	0.006934986511
